pin,r,g,b,total
3270,255,89,0,344
3271,255,22,0,277
3272,255,46,0,301
3273,255,6,0,261
3274,255,11,0,266
3275,255,15,0,270
3276,255,34,0,289
3277,255,80,0,335
3278,255,73,0,328
3279,255,48,0,303
3280,255,71,0,326
3281,255,62,0,317
3282,255,44,0,299
3283,255,85,0,340
3284,255,22,0,277
3285,255,21,0,276
3286,255,56,0,311
3287,255,71,0,326
3288,255,68,0,323
3289,255,16,0,271
3290,255,6,0,261
3291,255,58,0,313
3292,244,0,0,244
3293,246,0,0,246
3294,255,68,0,323
3295,255,19,0,274
3296,255,24,0,279
3297,240,0,0,240
3298,255,47,0,302
3299,255,74,0,329
3300,255,83,0,338
3301,255,69,0,324
3302,255,48,0,303
3303,255,98,0,353
3304,255,93,0,348
3305,255,65,0,320
3306,255,56,0,311
3307,255,35,0,290
3308,255,41,0,296
3309,255,63,0,318
3310,255,120,0,375
3311,255,113,0,368
3312,255,96,0,351
3313,255,97,0,352
3314,255,73,0,328
3315,255,88,0,343
3316,255,78,0,333
3317,255,51,0,306
3318,255,87,0,342
3319,255,38,0,293
3320,255,99,0,354
3321,255,128,0,383
3322,255,134,0,389
3323,255,117,0,372
3324,255,89,0,344
3325,255,99,0,354
3326,255,78,0,333
3327,255,54,0,309
3328,255,63,0,318
3329,255,28,0,283
3330,255,76,0,331
3331,255,84,0,339
3332,255,83,0,338
3333,255,255,63,573
3334,255,102,0,357
3335,255,64,0,319
3336,255,63,0,318
3337,255,74,0,329
3338,255,64,0,319
3339,255,91,0,346
3340,255,46,0,301
3341,255,77,0,332
3342,255,44,0,299
3343,255,53,0,308
3344,255,135,0,390
3345,255,75,0,330
3346,252,0,0,252
3347,255,33,0,288
3348,255,21,0,276
3349,255,44,0,299
3350,255,38,0,293
3351,255,30,0,285
3352,255,50,0,305
3353,255,122,0,377
3354,255,30,0,285
3355,255,134,0,389
3356,255,65,0,320
3357,255,80,0,335
3358,255,50,0,305
3359,255,34,0,289
3360,255,40,0,295
3361,255,21,0,276
3362,255,23,0,278
3363,255,81,0,336
3364,255,26,0,281
3365,255,40,0,295
3366,255,109,0,364
3367,255,74,0,329
3368,255,41,0,296
3369,255,105,0,360
3370,255,38,0,293
3371,255,35,0,290
3372,255,37,0,292
3373,255,66,0,321
3374,255,17,0,272
3375,255,47,0,302
3376,255,24,0,279
3377,255,125,0,380
3378,255,41,0,296
3379,255,52,0,307
3380,255,59,0,314
3381,255,8,0,263
3382,255,15,0,270
3383,255,26,0,281
3384,255,20,0,275
3385,255,19,0,274
3386,255,58,0,313
3387,255,14,0,269
3388,255,112,0,367
3389,255,16,0,271
3390,255,15,0,270
3391,255,30,0,285
3392,255,7,0,262
3393,255,41,0,296
3394,230,0,0,230
3395,255,11,0,266
3396,255,12,0,267
3397,255,31,0,286
3398,255,19,0,274
3399,255,90,0,345
3400,255,51,0,306
3401,255,32,0,287
3402,255,44,0,299
3403,255,90,0,345
3404,255,44,0,299
3405,255,19,0,274
3406,255,59,0,314
3407,255,40,0,295
3408,255,44,0,299
3409,255,34,0,289
3410,255,77,0,332
3411,255,88,0,343
3412,255,134,0,389
3413,255,36,0,291
3414,255,55,0,310
3415,255,57,0,312
3416,255,43,0,298
3417,255,32,0,287
3418,255,16,0,271
3419,255,44,0,299
3420,255,50,0,305
3421,255,118,0,373
3422,255,53,0,308
3423,255,55,0,310
3424,255,79,0,334
3425,255,74,0,329
3426,255,63,0,318
3427,255,45,0,300
3428,255,42,0,297
3429,255,45,0,300
3430,255,56,0,311
3431,255,39,0,294
3432,255,63,0,318
3433,255,95,0,350
3434,255,191,0,446
3435,255,95,0,350
3436,255,66,0,321
3437,255,45,0,300
3438,255,25,0,280
3439,255,34,0,289
3440,255,40,0,295
3441,255,34,0,289
3442,255,48,0,303
3443,255,78,0,333
3444,255,61,0,316
3445,255,58,0,313
3446,255,25,0,280
3447,255,14,0,269
3448,255,6,0,261
3449,243,0,0,243
3450,255,43,0,298
3451,255,77,0,332
3452,255,112,0,367
3453,255,51,0,306
3454,255,44,0,299
3455,255,57,0,312
3456,255,186,0,441
3457,255,49,0,304
3458,255,36,0,291
3459,255,34,0,289
3460,255,37,0,292
3461,255,41,0,296
3462,255,57,0,312
3463,255,23,0,278
3464,255,21,0,276
3465,255,35,0,290
3466,255,21,0,276
3467,255,59,0,314
3468,255,24,0,279
3469,255,41,0,296
3470,255,14,0,269
3471,255,28,0,283
3472,255,47,0,302
3473,255,8,0,263
3474,255,68,0,323
3475,255,31,0,286
3476,255,56,0,311
3477,255,128,0,383
3478,255,64,0,319
3479,255,26,0,281
3480,255,24,0,279
3481,255,22,0,277
3482,248,0,0,248
3483,255,2,0,257
3484,255,15,0,270
3485,255,23,0,278
3486,255,60,0,315
3487,253,0,0,253
3488,255,37,0,292
3489,255,35,0,290
3490,255,26,0,281
3491,253,0,0,253
3492,250,0,0,250
3493,255,24,0,279
3494,255,5,0,260
3495,255,1,0,256
3496,244,0,0,244
3497,234,0,0,234
3498,232,0,0,232
3499,232,0,0,232
3500,255,74,0,329
3501,255,47,0,302
3502,255,31,0,286
3503,255,12,0,267
3504,255,75,0,330
3505,255,50,0,305
3506,255,1,0,256
3507,255,25,0,280
3508,255,33,0,288
3509,255,36,0,291
3510,255,57,0,312
3511,255,97,0,352
3512,255,91,0,346
3513,255,59,0,314
3514,255,38,0,293
3515,255,133,0,388
3516,255,45,0,300
3517,255,34,0,289
3518,255,46,0,301
3519,255,48,0,303
3520,255,45,0,300
3521,255,70,0,325
3522,255,84,0,339
3523,255,24,0,279
3524,255,49,0,304
3525,255,46,0,301
3526,255,46,0,301
3527,255,12,0,267
3528,255,72,0,327
3529,238,0,0,238
3530,255,0,0,255
3531,255,27,0,282
3532,255,18,0,273
3533,255,54,0,309
3534,255,78,0,333
3535,255,211,0,466
3536,255,72,0,327
3537,255,79,0,334
3538,255,31,0,286
3539,255,43,0,298
3540,255,14,0,269
3541,255,63,0,318
3542,255,65,0,320
3543,255,58,0,313
3544,255,40,0,295
3545,255,59,0,314
3546,255,52,0,307
3547,255,63,0,318
3548,255,27,0,282
3549,236,0,0,236
3550,255,20,0,275
3551,255,41,0,296
3552,255,29,0,284
3553,255,74,0,329
3554,255,44,0,299
3555,255,38,0,293
3556,255,62,0,317
3557,255,26,0,281
3558,255,12,0,267
3559,255,26,0,281
3560,255,31,0,286
3561,255,17,0,272
3562,255,19,0,274
3563,255,8,0,263
3564,255,32,0,287
3565,255,42,0,297
3566,255,33,0,288
3567,255,28,0,283
3568,255,38,0,293
3569,255,76,0,331
3570,255,93,0,348
3571,255,42,0,297
3572,255,34,0,289
3573,255,9,0,264
3574,255,12,0,267
3575,255,48,0,303
3576,255,21,0,276
3577,255,87,0,342
3578,255,82,0,337
3579,255,146,0,401
3580,255,48,0,303
3581,255,22,0,277
3582,255,12,0,267
3583,255,3,0,258
3584,254,0,0,254
3585,255,61,0,316
3586,255,13,0,268
3587,255,49,0,304
3588,255,52,0,307
3589,236,0,0,236
3590,255,49,0,304
3591,255,38,0,293
3592,235,0,0,235
3593,255,8,0,263
3594,255,58,0,313
3595,247,0,0,247
3596,255,21,0,276
3597,255,22,0,277
3598,255,7,0,262
3599,255,16,0,271
3600,255,69,0,324
3601,255,19,0,274
3602,255,8,0,263
3603,254,0,0,254
3604,253,0,0,253
3605,255,26,0,281
3606,255,29,0,284
3607,255,7,0,262
3608,255,22,0,277
3609,255,14,0,269
3610,255,42,0,297
3611,255,52,0,307
3612,255,60,0,315
3613,255,61,0,316
3614,255,52,0,307
3615,255,61,0,316
3616,255,20,0,275
3617,255,14,0,269
3618,255,83,0,338
3619,255,22,0,277
3620,255,6,0,261
3621,255,30,0,285
3622,255,48,0,303
3623,255,31,0,286
3624,255,48,0,303
3625,255,60,0,315
3626,255,35,0,290
3627,255,24,0,279
3628,255,47,0,302
3629,255,24,0,279
3630,255,31,0,286
3631,255,34,0,289
3632,255,35,0,290
3633,255,21,0,276
3634,255,14,0,269
3635,255,38,0,293
3636,255,174,0,429
3637,255,74,0,329
3638,255,35,0,290
3639,255,58,0,313
3640,255,37,0,292
3641,255,33,0,288
3642,255,23,0,278
3643,255,21,0,276
3644,255,28,0,283
3645,255,42,0,297
3646,255,43,0,298
3647,255,25,0,280
3648,255,30,0,285
3649,255,41,0,296
3650,255,32,0,287
3651,255,94,0,349
3652,255,66,0,321
3653,255,19,0,274
3654,255,71,0,326
3655,255,6,0,261
3656,255,19,0,274
3657,255,3,0,258
3658,255,99,0,354
3659,255,22,0,277
3660,223,0,0,223
3661,255,16,0,271
3662,255,31,0,286
3663,255,88,0,343
3664,255,6,0,261
3665,255,33,0,288
3666,255,62,0,317
3667,255,41,0,296
3668,255,16,0,271
3669,255,127,0,382
3670,255,33,0,288
3671,252,0,0,252
3672,255,60,0,315
3673,255,21,0,276
3674,252,0,0,252
3675,255,8,0,263
3676,255,10,0,265
3677,255,9,0,264
3678,255,24,0,279
3679,255,34,0,289
3680,255,30,0,285
3681,255,33,0,288
3682,255,22,0,277
3683,228,0,0,228
3684,255,29,0,284
3685,255,25,0,280
3686,255,41,0,296
3687,255,0,0,255
3688,255,24,0,279
3689,255,16,0,271
3690,255,144,0,399
3691,255,95,0,350
3692,255,63,0,318
3693,255,91,0,346
3694,255,2,0,257
3695,255,41,0,296
3696,255,41,0,296
3697,255,30,0,285
3698,255,96,0,351
3699,255,90,0,345
3700,255,26,0,281
3701,255,36,0,291
3702,232,0,0,232
3703,255,51,0,306
3704,244,0,0,244
3705,255,15,0,270
3706,255,13,0,268
3707,255,70,0,325
3708,232,0,0,232
3709,234,0,0,234
3710,255,62,0,317
3711,255,68,0,323
3712,255,27,0,282
3713,255,39,0,294
3714,255,31,0,286
3715,255,43,0,298
3716,255,15,0,270
3717,255,17,0,272
3718,255,35,0,290
3719,255,46,0,301
3720,254,0,0,254
3721,255,99,0,354
3722,255,25,0,280
3723,248,0,0,248
3724,255,22,0,277
3725,255,16,0,271
3726,255,19,0,274
3727,255,77,0,332
3728,255,26,0,281
3729,255,17,0,272
3730,255,22,0,277
3731,255,7,0,262
3732,255,22,0,277
3733,255,84,0,339
3734,255,1,0,256
3735,255,7,0,262
3736,255,11,0,266
3737,255,144,0,399
3738,255,34,0,289
3739,255,34,0,289
3740,255,18,0,273
3741,255,14,0,269
3742,255,44,0,299
3743,255,21,0,276
3744,238,0,0,238
3745,255,6,0,261
3746,255,14,0,269
3747,255,19,0,274
3748,255,16,0,271
3749,226,0,0,226
3750,255,51,0,306
3751,255,21,0,276
3752,223,0,0,223
3753,255,0,0,255
3754,223,0,0,223
3755,249,0,0,249
3756,255,18,0,273
3757,255,19,0,274
3758,255,12,0,267
3759,251,0,0,251
3760,230,0,0,230
3761,227,0,0,227
3762,244,0,0,244
3763,255,28,0,283
3764,255,13,0,268
3765,255,1,0,256
3766,255,21,0,276
3767,255,0,0,255
3768,215,0,0,215
3769,255,3,0,258
3770,255,2,0,257
3771,244,0,0,244
3772,215,0,0,215
3773,255,45,0,300
3774,246,0,0,246
3775,255,17,0,272
3776,227,0,0,227
3777,255,63,0,318
3778,245,0,0,245
3779,255,9,0,264
3780,246,0,0,246
3781,255,0,0,255
3782,253,0,0,253
3783,255,22,0,277
3784,255,7,0,262
3785,255,21,0,276
3786,255,23,0,278
3787,255,39,0,294
3788,255,4,0,259
3789,255,35,0,290
3790,255,81,0,336
3791,255,54,0,309
3792,255,76,0,331
3793,255,7,0,262
3794,170,0,0,170
3795,255,9,0,264
3796,220,0,0,220
3797,243,0,0,243
3798,255,44,0,299
3799,255,4,0,259
3800,255,112,0,367
3801,255,32,0,287
3802,255,91,0,346
3803,228,0,0,228
3804,242,0,0,242
3805,252,0,0,252
3806,255,8,0,263
3807,255,28,0,283
3808,239,0,0,239
3809,213,0,0,213
3810,255,56,0,311
3811,255,69,0,324
3812,255,26,0,281
3813,255,23,0,278
3814,255,50,0,305
3815,255,20,0,275
3816,255,37,0,292
3817,255,46,0,301
3818,255,61,0,316
3819,255,30,0,285
3820,255,3,0,258
3821,255,44,0,299
3822,255,37,0,292
3823,255,59,0,314
3824,255,63,0,318
3825,255,116,0,371
3826,255,19,0,274
3827,255,30,0,285
3828,255,10,0,265
3829,255,5,0,260
3830,252,0,0,252
3831,255,30,0,285
3832,255,29,0,284
3833,255,32,0,287
3834,255,26,0,281
3835,255,19,0,274
3836,255,12,0,267
3837,255,26,0,281
3838,255,150,0,405
3839,255,39,0,294
3840,255,93,0,348
3841,255,58,0,313
3842,255,20,0,275
3843,255,34,0,289
3844,255,4,0,259
3845,255,34,0,289
3846,255,25,0,280
3847,252,0,0,252
3848,255,15,0,270
3849,255,70,0,325
3850,255,43,0,298
3851,255,6,0,261
3852,246,0,0,246
3853,255,9,0,264
3854,232,0,0,232
3855,255,29,0,284
3856,253,0,0,253
3857,246,0,0,246
3858,238,0,0,238
3859,255,19,0,274
3860,255,6,0,261
3861,249,0,0,249
3862,249,0,0,249
3863,255,9,0,264
3864,255,1,0,256
3865,255,14,0,269
3866,250,0,0,250
3867,255,4,0,259
3868,246,0,0,246
3869,255,18,0,273
3870,255,0,0,255
3871,240,0,0,240
3872,221,0,0,221
3873,213,0,0,213
3874,255,7,0,262
3875,255,35,0,290
3876,255,3,0,258
3877,255,39,0,294
3878,253,0,0,253
3879,255,49,0,304
3880,255,19,0,274
3881,253,0,0,253
3882,253,0,0,253
3883,255,48,0,303
3884,255,34,0,289
3885,255,1,0,256
3886,255,2,0,257
3887,255,28,0,283
3888,255,31,0,286
3889,255,0,0,255
3890,255,26,0,281
3891,255,38,0,293
3892,255,8,0,263
3893,255,12,0,267
3894,255,60,0,315
3895,255,7,0,262
3896,226,0,0,226
3897,238,0,0,238
3898,213,0,0,213
3899,227,0,0,227
3900,255,54,0,309
3901,255,26,0,281
3902,248,0,0,248
3903,223,0,0,223
3904,224,0,0,224
3905,245,0,0,245
3906,226,0,0,226
3907,221,0,0,221
3908,255,4,0,259
3909,251,0,0,251
3910,255,9,0,264
3911,255,57,0,312
3912,255,29,0,284
3913,252,0,0,252
3914,255,59,0,314
3915,255,14,0,269
3916,255,2,0,257
3917,255,2,0,257
3918,255,60,0,315
3919,255,15,0,270
3920,235,0,0,235
3921,253,0,0,253
3922,255,6,0,261
3923,240,0,0,240
3924,255,12,0,267
3925,255,51,0,306
3926,249,0,0,249
3927,255,125,0,380
3928,255,25,0,280
3929,223,0,0,223
3930,253,0,0,253
3931,255,30,0,285
3932,212,0,0,212
3933,255,25,0,280
3934,218,0,0,218
3935,255,22,0,277
3936,255,18,0,273
3937,255,8,0,263
3938,255,27,0,282
3939,255,143,0,398
3940,255,32,0,287
3941,255,9,0,264
3942,255,51,0,306
3943,232,0,0,232
3944,255,43,0,298
3945,255,52,0,307
3946,255,10,0,265
3947,255,76,0,331
3948,255,0,0,255
3949,255,6,0,261
3950,215,0,0,215
3951,191,0,0,191
3952,248,0,0,248
3953,188,0,0,188
3954,234,0,0,234
3955,223,0,0,223
3956,244,0,0,244
3957,249,0,0,249
3958,245,0,0,245
3959,251,0,0,251
3960,255,47,0,302
3961,253,0,0,253
3962,255,11,0,266
3963,255,6,0,261
3964,224,0,0,224
3965,240,0,0,240
3966,250,0,0,250
3967,221,0,0,221
3968,249,0,0,249
3969,251,0,0,251
3970,246,0,0,246
3971,255,52,0,307
3972,255,19,0,274
3973,243,0,0,243
3974,237,0,0,237
3975,255,21,0,276
3976,236,0,0,236
3977,255,8,0,263
3978,255,36,0,291
3979,255,6,0,261
3980,217,0,0,217
3981,255,72,0,327
3982,255,27,0,282
3983,227,0,0,227
3984,255,14,0,269
3985,253,0,0,253
3986,221,0,0,221
3987,255,14,0,269
3988,250,0,0,250
3989,255,2,0,257
3990,255,17,0,272
3991,246,0,0,246
3992,234,0,0,234
3993,255,41,0,296
3994,255,14,0,269
3995,255,18,0,273
3996,255,3,0,258
3997,239,0,0,239
3998,224,0,0,224
3999,255,26,0,281
4000,255,145,0,400
4001,255,149,0,404
4002,255,42,0,297
4003,255,23,0,278
4004,255,130,0,385
4005,255,31,0,286
4006,255,2,0,257
4007,255,96,0,351
4008,255,22,0,277
4009,255,14,0,269
4010,255,67,0,322
4011,255,103,0,358
4012,255,56,0,311
4013,255,57,0,312
4014,255,12,0,267
4015,255,52,0,307
4016,255,12,0,267
4017,255,62,0,317
4018,255,14,0,269
4019,255,24,0,279
4020,255,83,0,338
4021,255,65,0,320
4022,255,57,0,312
4023,255,31,0,286
4024,255,63,0,318
4025,255,16,0,271
4026,255,29,0,284
4027,255,43,0,298
4028,255,31,0,286
4029,255,41,0,296
4030,255,28,0,283
4031,255,2,0,257
4032,255,2,0,257
4033,255,60,0,315
4034,249,0,0,249
4035,255,38,0,293
4036,255,2,0,257
4037,217,0,0,217
4038,239,0,0,239
4039,255,14,0,269
4040,255,158,0,413
4041,255,60,0,315
4042,255,55,0,310
4043,247,0,0,247
4044,255,53,0,308
4045,255,41,0,296
4046,246,0,0,246
4047,255,1,0,256
4048,221,0,0,221
4049,249,0,0,249
4050,255,58,0,313
4051,255,35,0,290
4052,249,0,0,249
4053,246,0,0,246
4054,255,1,0,256
4055,255,61,0,316
4056,224,0,0,224
4057,255,3,0,258
4058,238,0,0,238
4059,255,16,0,271
4060,255,25,0,280
4061,250,0,0,250
4062,255,35,0,290
4063,232,0,0,232
4064,217,0,0,217
4065,234,0,0,234
4066,255,15,0,270
4067,246,0,0,246
4068,255,7,0,262
4069,255,24,0,279
4070,236,0,0,236
4071,252,0,0,252
4072,255,5,0,260
4073,217,0,0,217
4074,253,0,0,253
4075,237,0,0,237
4076,243,0,0,243
4077,255,78,0,333
4078,255,51,0,306
4079,215,0,0,215
4080,255,38,0,293
4081,221,0,0,221
4082,248,0,0,248
4083,198,0,0,198
4084,255,0,0,255
4085,206,0,0,206
4086,244,0,0,244
4087,255,12,0,267
4088,236,0,0,236
4089,246,0,0,246
4090,251,0,0,251
4091,235,0,0,235
4092,235,0,0,235
4093,218,0,0,218
4094,243,0,0,243
4095,227,0,0,227
4096,255,26,0,281
4097,218,0,0,218
4098,253,0,0,253
4099,254,0,0,254
4100,255,70,0,325
4101,255,35,0,290
4102,255,53,0,308
4103,255,9,0,264
4104,255,9,0,264
4105,255,22,0,277
4106,247,0,0,247
4107,249,0,0,249
4108,255,25,0,280
4109,255,44,0,299
4110,255,51,0,306
4111,255,117,0,372
4112,255,70,0,325
4113,255,51,0,306
4114,255,113,0,368
4115,255,50,0,305
4116,255,30,0,285
4117,255,27,0,282
4118,255,33,0,288
4119,255,40,0,295
4120,255,42,0,297
4121,255,74,0,329
4122,255,69,0,324
4123,255,131,0,386
4124,255,53,0,308
4125,255,79,0,334
4126,255,59,0,314
4127,255,61,0,316
4128,255,59,0,314
4129,255,22,0,277
4130,255,85,0,340
4131,255,22,0,277
4132,255,41,0,296
4133,255,54,0,309
4134,255,11,0,266
4135,255,29,0,284
4136,255,8,0,263
4137,255,1,0,256
4138,240,0,0,240
4139,255,11,0,266
4140,255,6,0,261
4141,255,167,0,422
4142,255,96,0,351
4143,255,39,0,294
4144,255,86,0,341
4145,255,26,0,281
4146,255,10,0,265
4147,255,17,0,272
4148,255,14,0,269
4149,255,2,0,257
4150,255,82,0,337
4151,255,44,0,299
4152,255,57,0,312
4153,255,9,0,264
4154,255,36,0,291
4155,255,33,0,288
4156,255,42,0,297
4157,255,62,0,317
4158,255,2,0,257
4159,255,28,0,283
4160,255,64,0,319
4161,255,48,0,303
4162,242,0,0,242
4163,255,15,0,270
4164,255,28,0,283
4165,252,0,0,252
4166,255,12,0,267
4167,245,0,0,245
4168,255,47,0,302
4169,255,41,0,296
4170,255,25,0,280
4171,255,48,0,303
4172,255,27,0,282
4173,255,6,0,261
4174,248,0,0,248
4175,255,12,0,267
4176,255,52,0,307
4177,255,28,0,283
4178,255,22,0,277
4179,255,53,0,308
4180,255,34,0,289
4181,255,13,0,268
4182,246,0,0,246
4183,248,0,0,248
4184,255,40,0,295
4185,255,53,0,308
4186,249,0,0,249
4187,255,14,0,269
4188,255,25,0,280
4189,255,6,0,261
4190,255,30,0,285
4191,255,0,0,255
4192,255,4,0,259
4193,247,0,0,247
4194,255,16,0,271
4195,255,20,0,275
4196,255,25,0,280
4197,255,1,0,256
4198,255,3,0,258
4199,255,1,0,256
4200,255,215,0,470
4201,255,114,0,369
4202,255,66,0,321
4203,255,12,0,267
4204,255,38,0,293
4205,255,46,0,301
4206,255,60,0,315
4207,255,34,0,289
4208,255,32,0,287
4209,255,28,0,283
4210,255,68,0,323
4211,255,72,0,327
4212,255,63,0,318
4213,255,72,0,327
4214,255,73,0,328
4215,255,46,0,301
4216,255,41,0,296
4217,255,16,0,271
4218,255,36,0,291
4219,255,89,0,344
4220,255,37,0,292
4221,255,58,0,313
4222,255,38,0,293
4223,255,49,0,304
4224,255,79,0,334
4225,255,58,0,313
4226,255,34,0,289
4227,255,35,0,290
4228,255,55,0,310
4229,255,21,0,276
4230,255,12,0,267
4231,255,83,0,338
4232,255,106,0,361
4233,255,30,0,285
4234,255,66,0,321
4235,255,59,0,314
4236,255,41,0,296
4237,247,0,0,247
4238,255,1,0,256
4239,237,0,0,237
4240,255,37,0,292
4241,255,7,0,262
4242,255,174,0,429
4243,255,60,0,315
4244,255,106,0,361
4245,255,64,0,319
4246,255,3,0,258
4247,255,32,0,287
4248,255,53,0,308
4249,255,14,0,269
4250,255,37,0,292
4251,255,42,0,297
4252,255,29,0,284
4253,255,28,0,283
4254,255,12,0,267
4255,255,55,0,310
4256,255,59,0,314
4257,255,18,0,273
4258,255,79,0,334
4259,255,16,0,271
4260,255,25,0,280
4261,255,3,0,258
4262,255,29,0,284
4263,255,22,0,277
4264,255,16,0,271
4265,255,24,0,279
4266,255,30,0,285
4267,255,19,0,274
4268,255,114,0,369
4269,255,42,0,297
4270,255,8,0,263
4271,255,11,0,266
4272,255,28,0,283
4273,250,0,0,250
4274,255,49,0,304
4275,255,6,0,261
4276,246,0,0,246
4277,255,45,0,300
4278,255,37,0,292
4279,255,47,0,302
4280,255,16,0,271
4281,255,5,0,260
4282,255,15,0,270
4283,255,13,0,268
4284,255,19,0,274
4285,255,29,0,284
4286,255,32,0,287
4287,253,0,0,253
4288,255,96,0,351
4289,251,0,0,251
4290,255,18,0,273
4291,245,0,0,245
4292,255,25,0,280
4293,255,12,0,267
4294,255,4,0,259
4295,255,46,0,301
4296,244,0,0,244
4297,250,0,0,250
4298,253,0,0,253
4299,250,0,0,250
4300,255,32,0,287
4301,255,28,0,283
4302,255,18,0,273
4303,255,2,0,257
4304,249,0,0,249
4305,208,0,0,208
4306,255,2,0,257
4307,242,0,0,242
4308,255,15,0,270
4309,215,0,0,215
4310,255,45,0,300
4311,255,55,0,310
4312,255,91,0,346
4313,255,58,0,313
4314,255,38,0,293
4315,255,33,0,288
4316,255,46,0,301
4317,255,6,0,261
4318,255,18,0,273
4319,255,17,0,272
4320,255,50,0,305
4321,255,255,42,552
4322,255,50,0,305
4323,255,45,0,300
4324,255,31,0,286
4325,255,63,0,318
4326,255,14,0,269
4327,255,12,0,267
4328,255,38,0,293
4329,255,53,0,308
4330,255,16,0,271
4331,255,39,0,294
4332,255,71,0,326
4333,255,94,0,349
4334,255,53,0,308
4335,255,19,0,274
4336,255,6,0,261
4337,255,41,0,296
4338,255,20,0,275
4339,250,0,0,250
4340,255,1,0,256
4341,255,39,0,294
4342,255,24,0,279
4343,255,139,0,394
4344,255,52,0,307
4345,255,22,0,277
4346,255,23,0,278
4347,255,9,0,264
4348,255,5,0,260
4349,252,0,0,252
4350,255,14,0,269
4351,255,32,0,287
4352,255,31,0,286
4353,255,13,0,268
4354,255,83,0,338
4355,255,38,0,293
4356,255,63,0,318
4357,255,24,0,279
4358,247,0,0,247
4359,255,0,0,255
4360,243,0,0,243
4361,242,0,0,242
4362,243,0,0,243
4363,255,16,0,271
4364,246,0,0,246
4365,255,65,0,320
4366,253,0,0,253
4367,255,8,0,263
4368,240,0,0,240
4369,255,18,0,273
4370,238,0,0,238
4371,255,39,0,294
4372,255,47,0,302
4373,255,13,0,268
4374,235,0,0,235
4375,255,2,0,257
4376,239,0,0,239
4377,255,12,0,267
4378,255,22,0,277
4379,255,5,0,260
4380,255,6,0,261
4381,255,66,0,321
